commentText,Label
Rahul gandhi is real idiot,0
"Wrong interpretation by modi no answswars only criticism
 rahul  Gandhi is great 
Support Raga",1
Modi is a disgrace to this nation,1
I love you Rahul,1
"Common man is suffering and these political goons r mocking each other in so called tample of democracy.  Shame . Army rule and new constitution r only choices that can save INDIA . THERE SHOULD BE NO RESRVATION  ON CAST BASE ,  NO LENIENCY FOR CRIMINALS , JUST GIVE BENEFITS TO POOR AND FINISH CAPITALISM.  THE WAY ALL THESE POLITICIAN R LOOTING INDIA WE R NOT FAR FROM DISASTER.",1
Rahul Sir is baar form me hain...superb keep it up...,1
"Rahul is a educated man, he sound so mannerful and on other hand our PM saala bewakuf",1
Mr Rahul I am asking one question for you what happened your eyes something inside right go immediate you consult doctor that is better for you what is better for you and don't play games ok that is not good in your future you keep mind coming soon you want good days be good do good,1
Nice Rahul,1
"Making rahul ghandi as the pm of our country will be the biggest nightmare cme true...at this age he s not suppose to be how he is..so immatured,ignorant...we want modi ji to be our pm again and again and againn......",0
Nxt pm rahul bjp ku hatavo desh bachavo,1
Mr Rahul in up god is there first you keep mind ok otherwise any drama political as usual ok and giving advise only now present Congress situation you know,1
Only bjp,0
Rahul is biggest comedyen other then Kapil sharma,0
"How this type of person can become our pm 
He would be pappu",0
BJP batpar janata party. U Destroying the the country,1
Rahul again failed himself.,0
Rahul baba.....be a man stop behaving childesh way........grow up,0
rahul Gandhi doesn't have the leadership qualities plain and simple..as a young Indian he doesn't inspire me with his speech or actions.. my vote will surely go to modi..I voted for congress in past three elections but enough is enough..the bjp and RSS are no angels and neither is the congress and the left parties.,0
"the dumbest leader of all time @Rahul ,,,,lol",0
Rahul gandhi  cuts the Bjp with two  edged  sword  both modi by speech and hugging,1
"Rahul is the dumbest politician Iâ€™ve seen .
Well done Mr Prime minister ðŸ‘ðŸ»ðŸ˜€",0
Yr ye Rahul Gandhi....how terrible...pagal aadmi,0
We want Congress free india,0
Next pm Rahul confirmed,1
Love you modi ji,0
Wrong comment from modi ji.I don't think rahul is coming for PM. chair..He is coming for hug to P.M as a human.,1
He will ensure zero to congress,0
Rahul gandhi nailed it really,1
good modi great sarkar,0
sach me best hain hamare rahul Gandhi,1
Good rahul Gandhi ,1
narendra modi always rockzz,0
GreAt rahul ji,1
next pm rahul gandi sar jai congres,1
"its time to think what living facility a common man gets ultimately..  for the last many years politician come and go â€¦  we have given chance for bjp ..  but I think they are also failing last two years ,,   why its happening in our country ? something some where is going wrong.... 
Now Rahul ghandhi seems to be a good human ..  lets give him a chance to bring development to the country ..  lets consider india is big house . lets all be together and pray for a good living for each of our brothers and sisters in our house . every one should live a good life with no poverty before he dies   jai hind",1
"Modi give the answer off rahul gandhi 
Gali gali shohor h modi thief h",1
Look at the way he talks..this PM has no credibility.. Cheap stunt bjp,1
100% next PM is Rahul Gandhi. Mr. Modi will do Kapil Sharma comedy show,1
"Rahul good human being..
Modi arrogant ..indisciplined..
He will b remembered as eorst PM for sure",1
Rahul gandhi is good leader and good human.,1
"RAHUL IS NOT PAPPU, HE IS FOCUSED AS STRATEGIC POLITICIAN. MODY 's childish behavier is not good,very street politecian behavier.",1
Only Congress,1
Congress zindabaad,1
Nailed it,1
"modi stop all the  lies , ur a  liar, i will never ever vote for bjp  ever again",1
"Rahul Gandhi's hug to The Hon'ble PM Modi Ji was a DISGUSTING and ABNORMAL act. Rahul Gandhi had crossed all the limits of decency! 
It seemed to me Rahul Gandhi was under influence of some intoxicants.",0
Their act are making us proud ðŸ˜„,1
"And he wants be PM..firstly he should respect the Present PM.
Childishly behaving in the Parliament..",0
Wow Rahul ji,1
"Its a crminal , mafia ,anti national scams party. Congress died longtime ago. You'er fighting for yourself to stay out of jail and not for the country.",0
"Rahul Gandhi is a good sportsman.....Mr Modi takes things too personally......I think Rahul if given a chance can bring some good changes to the country....Mr Modi has only given garbage to India...the few changes he has brought like GST, demonitisation has fucked up the country....Mr Modi I don't want u as my PM",1
"Modi looks like a fake person many times from his behaviour, as if he thinks that nobody can defeat him..support congress",1
Great rahul,1
Rahul Gandhi the next big thing,1
Rahul gandhi is good leader and good human.,1
Rahul u never match Namo,0
Any well educated men will know that BJP is way better than Congress.,0
Rahul gandhi  is not sute for pm post,0
So what he hug him . This shows his greatness as true leader because every developed country shake hands or hugs when they debate . He has shown his gestures but chaiwala don't know about it but make it political moves . They  have different opinions that's does not means don't respect it.,1
Mr.... Rahul ji..... plz.  I request you behave like a.. gentle man..... because.... Indian's are watching you........,1
Reallty does not afraid of false if it is true.,1
love rahul and congress,1
Always Modi,0
"Really.. Pappu is a Fool ðŸ˜‚  A great example of the old saying "" Wisdom can not be inherited """,0
Modi ji great,0
Not a politics fan. ..came here from the memes. ...but rahul was on fire ðŸ”¥ðŸ”¥,1
Mr Gandhi superb..... It's  your roilty.,1
Rahul doing a great job.,1
Rahul je my next pm of indan only one Rahul je,1
Rahul seriously has no class,0
Idiot,0
Modi ji jindabad,0
bjp good,0
"BJP never uses lies,hatred,false promises and fake propaganda to win elections.",0
Can't you guys understand Congress did nothing in their rule of 50 years yet you guys are supporting Congress .Support bjp if you want a better india,0
Congrats BJP for winning 2019 election,0
"It seems like the whole set up is orchestrated. Specific questions are being asked and prepared answers are being given. Congress party has done anything for Indian youth in last 50 years, that is why we have this situation. Please give your little thought to this process. India is not controlled by 15-20 industrialists. Youths are being clearly mislead.",0
Any body not vote in Congress vote for bjp my request for friends,0
"I am stunned that 5 years passed since Rahul gandhi's demolition job in the arnab interview.
Yet this man is on the same ground 0.
How ironic that he comes from a family which ruled the country for 70 odd years, yet they couldn't educate him.
I feel sorry for the students who had to Listen to him.
I hope they didn't go back homw with reduced IQ.",0
"I had number of Questions from Rahul sir, I was came from Ladakh J&K .... I felt honoured to be there in the session unfortunately I couldn't get mic to ask questions ðŸ˜¥ðŸ˜¥ðŸ˜¥",0
Only Modi,0
Rafel ka matlab Rahul Fail,0
thief ha rahul aur uski parivar,0
"Rahul has no right to call any individual thief without proof. Rahul himself is on bail   on Herald case. Defence deal commission is Congress habbit.  Desh ko 65 saal loota. Governance nill.  Jatiwadi politics. Ahankari arrogant Rahul go to Pakistan- border and shaheed there best for nation. 

Learn from Modiji how to governance. Rahul is child. India dont need you as PM. Y y y from one family????",0
Rahul Hardworking Patriotic PM ko abusing like thief without proof not acceptable. Modiji ko copy karta hai. thief thief karta khud thief hai. Rahul thief family thief. Pakistan agent hai. Congress ko bhagao. Rahul pagal hai. Jatiwadi politics destroyed India. Rahul go to Pakistan- border and become shaheed for better for nation. No vote to Congress Rahul.,0
"Govt chaprasi is better than Rahul Gandhi what experience Rahul has.Bastard NDTV,IndiaToday,wire,ABP are supporting this Joker to become PM Shame,Bastard Rahul Gandhi bastard do not know NCC cannot pronounce Visvesvaraya and wants to become PM,How these bastard Hindus support  him",0
What do the INC and its supporters see in this man?? Can you really put your hand on your heart and say that this guy is worthy of leading a nation of a billion people?? Why isn't P. Chidambaram the PM candidate??,0
Only one p.m modiji great,0
Big laier,0
Comedy man,0
"Next pm of India, he surely make India pride in every field",1
Congress party zindabad.,1
Rahul gandhi is next prime minister,1
Rahul ji will be  true and work full pm. love you from Assam.,1
Next pm Rahul Gandhi ji.,1
"Modi/Amit are very nervous, anxious, sleepless. They are now witless too. Time to hammer these liars.",1
"We want educated pm, jaise Rahul Gandhi sir",1
Rahul ji great humble young leader,1
We need security.we need congress,1
Congress is coming soon in 2019,1
Next pm of india,1
CONGRESS ZINDABAAD,1
CONGRESS ZINDABAAD INDIA NEXT PM RAHUL GANDHI INSAALLAAH,1
CONGRESS ZINDABAAD,1
He's good leader for Indian . Wish he win Majority . N bring back justice n secularism . N completely baan RSS bajrangdal immediately that's only solution to bring peace and love in the nation .jai Hindustan .,1
I like educated and young PM of INDIA   RAHUL JI zindabad,1
Rahul Gandhi is our next prime minister of india..,1
"India needs a true leader with soft & clean heart. Rahul ji, you possess these... Go ahead.
Let the peace prevailed.",1
Rahul Gandhi Next PM,1
Rahul gandhi is next pm,1
Next pm Rahul Gandhi..,1
Congress only,1
Rahul Gandhi is India next prime Minister,1
"We want educated PM for our country,,,like RAHUL_GANDHI,,,G",1
"You are the future of India,,,",1
Next pm,1
Yes I think Rahul is correct leader .and I kindly request to all my Indians people's please vote for Rahul gandi,1
All Hindu vote for bjp,0
He is the prince and remain Prince of India very brave and strong leader next 10 years Rahul PM. After Manmohan sing....dream. Come true,1
Next pm,1
Only rahul truth face of indian politics,1
love congress,1
Only Congress,1
"Lovely, love u so much",1
Next pm Rahul GandhiðŸ–ðŸ–ðŸ–ðŸ–,1
That's what I call a versatile political figure. ðŸ˜Š,1
when modi attends a summit it is political stunt. when this bafoon dances like pappu for vote beggery it is patriotism according to thief congress.,0
nice best people of india,1
If modi would have been dancing Der dis Congress would have been started barking tht he just thinks abt elections n not jawans,0
Next PM,1
i don't hate him but i can't like him too. can't!! he is sidhu of next level,0
Nice...now Modi and his bhakts will find fault with this also :)))they are obsessed with the Gandhi family..,1
Rahul Gandhi can't represent     India.,0
Love congress,1
Better than NaMo's drumbeatðŸ˜‚,1
If Quint could get into Rahul's toilet they would report his shitting as holy & sacred for India !,1
"Pappu the fool of nation, tag is coming soon,",0
His dancing  is as good as my future in politics..,1
Good speech.,1
Great rahul ji,1
Tumhe kon bnayega pm  ðŸ˜‚ðŸ˜‚ .......Modi ji next PM ban chuke hai......Hmare liye,0
Modi is the best prime minister of india,0
"Let Modi play all his dirty valgar politics,....but this time the true and honest people of this country definitely vote for Congress party and make Congress party to win this election,...we Common and poor people of this country definitely teach Gunda Modi and his BJP party government a lesson,.. Jai Hind",1
I m Pakistani Indiain next pm Rahul Gandhi,1
"Shame Shame Rahul..
Shame Shame Gandhi Pariwar..
Stop your fake news tricks.. People of India is no more stupid..

NAMO gonna come again and brighten the future of India..

Hindustan keheta hy kya..??!!

Har EK Hindustani keheta hy......
Har Har Modi Ghar Ghar Modi",0
Priyanka gandhi ko pm ka face hona chahiye.. She is too strong in front of bjp,1
Fake,0
Next pm Rahul GandhiðŸ–ðŸ–ðŸ–,1
Rahul gandhi thief h,0
Only modi,0
Pm of India - one and only narendra Modi,0
Modi sabse best,0
I don't understand why people  give him so attention he just talk nonsense just ignore him,0
Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul Rahul,1
Rahul Gandhi next pm,1
Rahul Gandhi zindabad ðŸ™ðŸ™,1
"Chal jhoota ...
Mental mr Gandhi ......",0
Only Rahul,1
"B.j.p jindabad
N.modi is good",0
Great leadership Rahul g 2019 pm,1
May god bless you Rahul Gandhi next pm,1
"Next, pm, Rg, Congress",1
I request every Indian vote for Congress throw away communal Bharat jalou party. Feku is ghoota makkar ullu banane wala communal kutta hai. Desh ko bachana hai BJP RSS VHP se. Congress lawo desh bachou.,1
Pappu pls go italy,0
Love you modi,0
Rahul as pm,1
rahul is besxt,1
Only modi,0
rahul will win this time,1
love CONGRES  RAHUL GEE ZINDABAD â™¥ï¸,1
Modi ji only,0
Chokidar chor haa ..we all citizen are need Rahul Gandhi ...,1
If Congress wins India will goes underdeveloped & terrorist country will be happy,0
Modi is leading Prime Minister of the world,0
Only Modi ji,0
Great educated  leader,1
"Congress. Aur ye toh pura hi Foolish hai....
Congress do not say that we did a lot for the nation as you have done numerous number of scams and stood with anti nationals in JNU.
Everybody knows even your supporter knows this.",0
"Is it not possible to take some stringent legal action against this joker, SOB, Brainless, Shameless 49 year old kid!!! Mr.Jaitley, u must look into this aspect v v seriously!!!",0
You are right rahul,1
Rahul Gandhi is great ,1
Only modi,0
Tum jaisa aadmi kabhi nhi pm banega Froud modi,1
He don't even respect ...karta karta bol Raha hai chodu,1
Next PM,1
Rahul Gandhi next pm,1
Best leader of India,1
Next pm,1
Rahul Gandhi next PM,1
"Our next priminister Rahul Gand
hi !   If it is yes then bad days will must come India, There is no primary knowledge of Rahul that how to rule the country .He don,t know what is NCC.,! Any question asked him he failed to give answer it properly. So I seems the Indian citizen did not select as a priminister of India.",0
Rahul gandhi next pm,1
"PM modi ji India kelia reall hero hin 
Only modi sarkar",0
Sala mental wrong speach,0
Pehle bolne ki tamiz sikh lo phir pm banne ki sochna hadd hai yaar aap ni mante modi ko ok but aap bol rahe ho jhuth bolta hai wo krta hai ye krta hai ya sabhyata hai humri nhi or agr aap pm bante ho toh sikhawoge hume ki hume apne se bado ko is tarah ki tamiz dikhanj chahiye .... Shame on u,0
"Rahul Gandhi, we are fed up with your rantings. Fake news about Rafeal was done by you and your party. Aap ka kya barosa. Aap ka baap bhi chor tha. Bofers aap ka baap ka time me kharida tha na? Kitna commission Khaya? Vadra ko bhi kahna Jamieen wapis karneke liye? Bakwas Band Kar. Thak gaya hoo....Karnataka mai aak sarkar dhank se nahi chala sakte hai and desh chalane aaya hai. For the last 5 yrs you could not make any money, hence this frustuation. Internal democray is not there in your party, why complain about other parties. Aap aaj tak nahi diya, Modiji karneke baad yad aaya. Ullo mat bana na. Har garib aadmi ko koi kaam nahi karna padega. AAP ka jaisa. bahut acha. Joot bolna bhat hi aasan hai na.... Nirav Modi is your brother in laws friend and your govt gave him the loans, now just because is a modi you are misguiding the public. Narendra Modi ne Shanti diya. Bakwas Jindabad.",0
Only Modi Ji,0
He himself a big lier,0
Nice rahul ji,1
Jai bjp   only modi,0
Good rahul j,1
Rahul Gandhi for PM âœŒï¸âœ‹,1
"I request to Indian vote for any party but not to congress,hamare army ko borbad kor ke rakh diya hai inlogo ne,isiliye aaj bhi indian army purane weapon leke bethe hai,pm rafel lana chahata hai army bhi khush tha magor sirf in logo ko wajah se nehi aa paa raha,ye log sabse jyada corrupt hai",0
If this pappu become our Prime Minister our country will never progress,0
Next pm Rahul Gandhi,1
our pm rahul gandhi,1
Rahul Gandhi PM 2019,1
Rahul Gandhi is absolutely right. Chokidar Chor hai.,1
Wow raga,1
Pappu come back with his mad jokes,0
Ha ha ha congi is loosing its status as national party and desperate for alliance with a party which has zero credibility .Sad day for congi.,0
Rajiv was listed as the most corrupt leader before being blown up and now the son is trying to rob. Stupid idiots only will vote for useless Congress.,0
Congress in Centre and AAP in Delhi,1
Congress  is. National  party  and it  will be ridiculous. For it go alliance with    NGO. as. AAP,0
Good decision,1
VOTE FOR CONGRESS,1
"Congress will lose in those 2, don't give any seats.. If Gandhi is Mature he will not ask any seats in Delhi but will offer support",0
Big victory Congress & aap soon,1
"Do yo know why bjp and Modi wins? Because we have some joker as leader in oposition like rahul,yechuri, kejriwal.",0
Good decision,1
Zero Political Experience in dealing with India internally. Has never represented India in any International forum or country so no experience to handle Diplomatic Relations & politics globally.  How can Rahul Gandhi be considered for the position of a huge complex country like India?,1
Need to save à¤‡à¤‚à¤¡à¤¿à¤¯à¤¾ from dictator Modi.... Good move!!,1
"Definitely they need an alliance to throw away the dangerous BJP government.
         It's not how many seats each are getting . It is to see that BJP would not get a single seat . 
2014 elections Kejriwal cited corruption in Congress and fought against it , but now he has to fight the more dangerous and a destructive party like BJP . 
The choice for Rahul Gandhi and Arvind Kejriwal is party or country . 
They must choose country and save the democracy by defeating the fasist Party BJP that has completely ruined  the beautiful country in the last 5 years .",1
Love Congress,1
RAGA JI AAPSE CONGRESS PARTY K HISTORY SUNKE BOHT HI ACHA LAGA...LOVE YOU,1
BEST EVER MOTIVATION FROM RAHUL GANDHI...TILL THE DATE BEST EVER MOTIVATION FOR ME..,1
RAHUL GANDHI best pm,1
Soniya... Rahul... Priyanka... Robert....man Mohan ....not good 4 nation,0
We all love you rahulji,1
RAHUL GANDHI best pm,1
"Very good encouragement to the workers, ðŸ‘ðŸ½ðŸ˜ƒ this is what this nation requires Love & Peace & harmony between all the sections of our nations people rich & poor, literate &.. illiterate,  beyond color , creed, and region. ðŸ™ðŸ½ðŸ™ðŸ½ðŸ‘ðŸ½ðŸ‘ðŸ½ðŸ‡®ðŸ‡³ðŸ‡®ðŸ‡³ðŸ‡®ðŸ‡³ CONGRESS IS REAL NATIONAL PARTY.",1
"CONGRESS HEE BEHTAR HE ... CONGRESS JEETEGI FULL MAJORITY SE
RAJUL GANDHI NEXT PM HONGE 
MODI BABA GAYO 2019 ME ...
ðŸ˜ðŸ˜ðŸ˜ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ¤”ðŸ¤”ðŸ¤”ðŸ¤”ðŸ¤”ðŸ¤”",1
Rahul Gandhi Zindabad next pm,1
RAHUL CONGRESS MEANS CORRUPTION AND CORRUPTION MEANS CONGRESS.,1
Rahul Gandhi next PM,1
rahul gandi next pm of india,1
Congress jhindabad,1
Only Congress,1
Nice,1
Love dis song...n congress party..zindabad congress,1
Nano modi ji,0
All the best congress,1
I love you Congress,1
BJP   BJP BJP JINDABAD. NARENDRA MODI   JINDABAD. HAR HAR MODI GAR GAR MODI JI.   VOTE   BJP     VOTE BJP    VOTE BJP  VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP,0
VOTE   BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE NAMO  AGAIN AND AGAIN AND AGAIN AND AGAIN AND AGAIN AND AGAIN AND AGAIN AND AGAIN FOREVER   VOTE  BJP,0
"RAJASTAN   MAIN    FIR  BJP  LAO   RAJASTAN    BACAO 
VOTE   BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP VOTE BJP",0
Only  bjp  I am proud  be  indian,0
Congress jindbada matlab nice jokes...hindu vote only bjp,0
BJP,0
Nice,1
"Congress murdabad 
#modi2019
#modi2022",0
I Am From Congress Sarkar,1
"Verry nive good
Congress jindabad",1
Vote for congress plzzzzzz,1
Modi modi,0
Vote for bjp,0
Abkibar Congress sarkar I love you,1
To good,1
Nice song,1
Good,1
Super bhai,1
#Namo Again,0
Good luck Very nice Congress Zindabad,1
only namo namo,0
Vote for Congress,1
Always bjp ðŸ˜,0
DO VOTE FOR CONGRESS,1
Modi Modi,0
Congress is the best,1
Rahul sala fail hai,0
I LOVE   YOU     congress  FARMAN,1
Namo again,0
"I love 
Congress 
Rahul
Priyanka 
T m c
Maa Momo ta",1
Nice,1
Congras win,1
Nice to gan,1
Nice,1
Only BJP,0
Nice,1
namo again,0
Only Rahul Gandhi,1
very nice,1
Namo namo again,0
Rahul murdabaad only Modi,0
I love Congress,0
Good song for congress paltiy jinda bad next pm Rahul Gandhi,1
"How the people give india in the hands ho modi who isn't able to stable the country and the criminal of india people thinks he is doing good work by surve other countries but they didn't want to see the situation of india they are dividing india into to religious issue only to win I may say I shouldn't but only 14% muslims have  pressure on india they can't do anything imagine if all muslims gets together what will happen better think to before tell us 
And it's better to be together and change India by electing a educated pm not the criminal cahi wala modi who gets warning even after visiting others countries better be together make India bright...",1
aapna modi aayega next pm modi ji,0
We know that the Congress is not a true political party after all that is a paribartantra like moghaltantra and corruption. we want the BJP.,0
I hate congress spoteres,0
Rahum .Next  pM ......,1
"PM must be from Nehru clan, what they done for us nobody can - Nehruji freed us from British & his great grandfathers saved Hindu religion with help of 9th Sikh Guru Teg Bahadur 300 years ago",0
"Top song of political
Congress zindabad, Rahul Gandhi zindabad",1
Bjp No1,0
"Congress party won 2019.
Mara desh only Congress",1
"I hate congress party seeeee



India, s Great leader in har har modi",0
Modi again,0
Bjp only,0
Only modi,0
I love modi,0
Only modi sarkar,0
NEXT PM OF INDIA,1
"Beautiful Song.
Rahul Gandhi Zindabad.",1
good,1
"good 




good 



good",1
Nice song,0
Vote for Congress ðŸ‘ðŸ‘,1
Nice song,1
I love Indian national Congress party & Rahul Gandhi My fast vote for Congress,1
I love congrats,1
Nice,1
nice,1
My favourite songs,1
Only Modi,0
Nice,0
Good,1
Nice,1
very nice,1
Bas have to Congress.I like congress,1
it is good it is nice song,1
nice video,1
very nice,1
Nice video,1
Nice,1
Very nice,1
Nice,1
Nice song,1
Nice,1
Super,1
BJP    IS   COMING    QUICKLY   BETA.     ONLY  BJP ONLY MODI JI  .    HAR HAR MODI GAR GAR MODI,0
"Congress  murdabad   murdabad  murdabad     rahul  gandhi  murdabad  ...   CONGRESS  HATAO  BHARAT BACAO  .

ONLY     AND   ALWAYS BJP  AND MODI  JI AGAIN  AND AGAIN.  HAR  HAR MODI   GAR GAR  MODI  JI",0
Nice,1
nice,1
super song nice,1
good,0
Fantastic video,1
Super,1
Nice,1
very nice,1
nice song,1
Super,1
No only modi song,0
Nice,1
PM Rahul ghandi,1
Vote For  Congress,1
Nice song I like this every words,1
Nice song congress jindabad,1
Nice song,1
Nice,1
Nice,1
I Love this song,1
Super,1
I love you Congress,1
Good nice song,0
I Love my congress,1
So nice,1
Nice song,1
Nice,1
Very nice,1
nice song,1
Very very nice song bro dil seðŸ˜˜,1
Nice songe,1
Bjp best,0
Only for BJP,0
Only B J P,0
only Congress,1
nice,1
only Congress,1
Nice,1
Only BJP,0
Only BJP,0
Nice,1
Bjp,0
I don't like video vot for bjp,0
Winner congress,1
good song,1
Best song,1
Good luck,1
Nice,1
Vote for congres,0
nice song,1
Only for BJP,0
Nice,1
Very nice,1
Very nice,1
Lovely song,1
I Support CONGRESS. .ðŸ˜,1
well done..,1
Vote for Congress,1
Nice,1
Very good song,1
Modi modi modi modi,0
Bjp zindabad modi ji zindabad...  Bjp walo es channel subscribe jrur kre...  Only modi fans,0
BJP modi ji 2019,0
Very nice,1
I hope win Congress,1
Only BJP Jay Sri ram,0
Only. B. J. P,0
Only. B. J. P,0
Only b. J. P,0
Only b. J. P,0
Only b. J. P,0
Only b. J. P,0
Only BJP only hb,0
vote for congress,1
Vote for congress ðŸ¤š,1
Congress Congress,1
Awesome ðŸ˜,1
Nice,1
Good nice days,1
nice,1
Wow nice very good song,1
B j p again,0
nice,1
Only Congress,1
Very good,1
Very very nice,1
Vot and spot Congress,1
Only for bjp,0
Very nice,1
Congress only,1
Nice,0
Pleasevote on BJB,0
I love BJP,0
Only for BJP,1
Verry.nice.Jiband,0
Super,1
Pm only Modi cm only sachin poilt,0
Only for bjp,0
Political only for Congress government inshaallha,1
super,1
Very good song my next pm congres,1
Only. Bjp,0
Super,1
Only for BJP Sarkar,0
Nice,1
very nice song,1
Only for bjp,0
very nice,1
Only BJP,0
Nice song,1
vot for congres,1
Super,1
Only On BJP,0
Only Bjp,0
Only Congress #Rajasthan & #MP Mein â¤,1
No congress party,0
Wow it's so really very interested,1
only bjp,0
Verry nice,1
only BJP,0
Only bjp,0
only bjp,0
Super,1
Only modi ji,0
Bjp again,0
Vire nice,1
Hate this song,0
Bjp again,0
Super,1
Only BJP,0
Only BJP ðŸ‘ðŸ‘ðŸ‘ðŸ‘ŒðŸ‘ŒðŸ‘Œ,0
Super,1
only for modi raj,0
Very good,1
Good,1
Congress win 2019,1
Vary nice congress,1
Very nice Congress party,1
Very good,1
Super,1
Good song,1
B j p again,0
Only for b j p,0
Very good,1
"Supr songðŸ‘ŒðŸ‘ŒðŸ‘Œ.
Congress Jindabad jindabad jindabad jindabad jindabad jindabad jindabad jindabad jindabad jindabad",1
Veri nice. Rahul paylet,1
Nice,1
Very nice,1
B j p again,0
Very good very well done very nice waah ðŸŒ¹ðŸ’¯ðŸŒ¹ðŸ’ðŸ‘ŒðŸ™ðŸ‘ðŸŒ¹ðŸ’¯ðŸŒ¹,1
Very nice congress,1
super song,1
Only B J P,0
Super song,1
Very nice,1
Very nice,1
"Bhad me jay congress only one BJP.  Hi ayegi 2019 me 
BHARTIY JANTA PARTY BHARTIY JANTA PARTYBHARTIY JANTA PARTYBHARTIY JANTA PARTYBHARTIY JANTA PARTYBHARTIY JANTA PARTYBHARTIY JANTA PARTY BHARTIY JANTA PARTYBHARTIY JANTA PARTYBHARTIY JANTA PARTYBHARTIY JANTA PARTYBHARTIY JANTA PARTYBHARTIY JANTA PARTY BHARTIY JANTA PARTYBHARTIY JANTA PARTYBHARTIY JANTA PARTYBHARTIY JANTA PARTYBHARTIY JANTA PARTYBHARTIY JANTA PARTY BHARTIY JANTA PARTYBHARTIY JANTA PARTYBHARTIY JANTA PARTYBHARTIY JANTA PARTYBHARTIY JANTA PARTY",0
Good work,1
Nice song,1
Only bjp modi,0
super,1
nice,1
Very good,1
Love you modi bjp,0
Good,0
super,1
Good job,1
I hate Congress party,0
Only modi,0
Very good excellent awesome cool thanks,1
only modi,0
Good song,0
Love you congress,0
Good,1
Congress ...no one. Political. Party. Rahul. Great. Leader,1
Very very good. à¤ªà¤¾à¤à¤²à¥‡à¤Ÿ,1
Very nice,1
very nice,1
very nice cong,1
Good Congress team,1
I love you Rahul Gandhi,1
good job,1
Very nice video and good work for Rahul Gandhi and I love for indera Gandhi,1
Very nice,1
Bjp again,0
Omly namo,0
Nice song,1
Bjp again,0
Only for. Bjp.      Soniya moradabad,0
Very nice,1
Next pm Modi,0
Nice songs,1
awesome  continued,1
Mind blowing,1
only modi,0
nice,1
nice,1
Congress is best,1
so very nice,1
"Only bjp ...... congress ka to dhaah sanskar ho gaya
......Jay ho...modi...only bjp",0
Super,1
Very very super nice song,1
very  nice,1
very nice,1
Vary good,1
Nice song,1
Only Modi.jiveri.Nice. Bj.p,0
very nice,1
Very good,1
Only Congress is best,1
Only bjp Jai bjp,0
bjp is the best,0
"Very good modi ji
KUNDAN prajapat",0
"Congress in 70 years have not done much for a Farmer, Youth & Women. We have given you enough chances. 

You talk and destroy the country. Looting the country with corruption in every activity. 

We can never trust congress.",0
I don't understand 26 /11 me kya problem thi...Mr Singh had taken right decision with brave army...we had kasab n rest  terrorists dead they saved n do as much they can...Jo kia inhi foolish media valo me kia for dam trp's,1
The two great congress manðŸ‘ðŸ‘,1
"These 2, I wish one of them stands for PM soon, their thinking and delivery is just above par than anyone in Congress",1
Just love how they talk sense. Amazing leaders of India.,1
They are the only left best person's  in congress they should be forwarded for party head and PM post.,1
Sachin n Jotiraditya both have great vision and definitely India's future.......well done both of u.....,1
Love and Respect these 2 brilliant  and Awesome men!! India needs them such a time is this.Congress Win 2019!!!!!,1
I think these gentlemen can make India great again.,1
I have never seen anybody so intelligently answering questions from the BJP. KohinoorsðŸ‘ðŸ¼,1
Imagine if sambit patra was present among them? ðŸ˜œðŸ˜œðŸ˜œðŸ˜œ,1
How well polite and respectful leader ever I have not seen my life..we can not find a single candidate in BJP like them..,1
"Two biggest hopes. Yes, they are. Scindia and Pilot. PM material.",1
BJP men and women are hooligans  they shout so that no one can speak.mindless people shout.congress men and women are gentle and are for poor.,1
Well spoken by these two wise men.congress will win.,1
Good two young leader,1
New faces INC Good supportesrs RG,1
both are awesome.....intellectuals...,1
Self respecting Hindus will never vote for Sonia's Congress,1
it's best for these two youngsters to quit sonia's cong and prove that they are not stooges of dynastic politics.,1
These so a called India intellectuals have no place in Congress party and Rahul Gandhi doesnâ€™t like people like them outsmart him and always keep aside as errand boys for Congress party and smartness never works in political party only criminals with full of flush money always in top and these smarties only confine to forums like this.,1
Lol....a 30 + year old wearing a rolex talking about india and its future....does not get any more abrasenly ignorant of their own stupidity and lack of general awareness of the national political situations as made clear by these so called bought-out slaves of congress as displayed in magnificent shamelesness here.,0
commendable youth leaders....kudosðŸ™,1
They are good orators but what they speak is not what they follow.,1
Vote for congress.they are the future of our young india,1
