commentText,Label
"Bjp released masud azhar and with lots of money escorted him to kandhar.
Bjp invited isi to inspect pathankot.
Bjp didnot take any action when parliament was attacked.
Bjp made alliance with pdp whose hero is afghal guru to eat the cakes of power.
Now due to intelligence failure of modi pulwama happened.And modi was busy in shooting of a film.
The people of india know the reality of bjp which has turned itself into a private company of modi and shah",0
Don't vote for BJP. We'll be finished.,0
"MODI IS COMING BACK .
I DON'T SEE A DOUBT

AND INDIA NEEDS HIM",1
All are congress chamchas. I hate india today channel.,0
Modi will win 300plus sits,1
"Islamic congress n its offshots  party r supported by only muslims n thr illegitimate fake hindus n criminals . These  r terrorist n traitors n thr only achievement is loot, killing hindus. Modi is blessing to this country wch wll finish these terrorists.",0
Muslim population in India is more than they show and that why Congress vote share has increased  all tha deshdrohi mullas are now voting for congress,0
All the parties r same they just play games for elections and we people like fools without knowing the truth elect them and repent for the next 5 years,0
"I respect you sir if you are the follower of one eeshwer trust me the biggest lie that India killed 300 terrorist modi making fool to whole nation at one time 2nd biggest lie that "" India shot down F 16  thanks from USA",0
"Bjp election management is better than others. Whether they do good or bad, they will win. But it is good for the country, if they don't get absolute majority. There should be alliances.",1
Wright.  In odisha bjp may sweep 15 seats for MP.  But no chance for bjp MLA candidates,0
Deshmukh may be on the right track in his assesment that there is an upswing of 5% in ruling party's vote share. This upswing will become tsunami if opposition continues to questtion the Air force.,0
Mr Modi will repeat with huge margin... only Modi is option in current situation...,1
Modi is out,0
"The mood of the nation line graph survey shows sum of 110% at the starting point and ends with sum of 100%,  matlab chutiya hi samjhte hain public ko",1
Mi and my family vote for modi,1
In 19 election. Bjp 356,1
Bjp again,1
"My dears,,,YE EK sochne smjhane ki baat hein ,,ANKHE BAND KARKE COMMENT KARNE KI NAHIN ,,,, jab se Hindustan bana hein ,,,,Kashmeer ka issue , masla chala araha hein ,,,,, koi bhi hukumat iss masle ko hal nahin kar rahi ,,,,aur Modhi hukumat to aur Zada  zulm kar rahi hei ,,,,, Jab kissi qoam par , 3 lakh armi bethao ge ---- Rosana 3,4 lashe grayo ge ,,,,aur  unki  lasho ko body ko sare-aam rasi dall kar sarko par road par khencho ge ,,,,, to kashmir ki awam ke pass  indian armi ki tara taqat aur Hathyar to nahin hein ,,,,, itna zulm karo ge kashmir ke logo par to indian armi ke samne lar nahin sakte ,,,,kamzoor insaan phir antkvadi hi bane ga ,,, aur indian armi ke Zulm ke khilaf  apne aap ko blast kare ga ,,, kiyonke who kamzor hein indian armi se lar nahin sakta ,,,,,,,,,,,, AUR ZULM KI INTHA DEKHO <<<INDIA MEDIA BHI MODHI HUKUMAT KE SATH MILA HUWA HEIN <<<<<KASHMIR PAR JO ZULM HORAHA HEIN ,,,,EK JHALK BHI NAHIN DEKHA RAHA ,,,kissi SHOTELE par bhi itni pabandi nahi lagate ,,,,,, indian media ke pass itna time hota hein ke pakistan ke khelaf NAFRAT phela sake ,,,,, Mager kashmir ke khabre dene keliye in ke pass time nahin hota ,,,,, jabke pakistan aur international media dekha raha hota hein ke kashmie mein aaj kiya huwa rosana kitne log mar rahe hein ,,,,,,KEHNE KO  ko india mein kashmir hamra hein kehte hein ,,,,, mager iss waqat jo KASHMIR par ho raha hein indian media ko KIYON  nahin dekhane dete ,,,,,,,,,,,,Zulm karne se antakvadi hi peada ho ge,,,, kiyonke unkepass aur koi taqat nahin hein ,,,,,,,, Pakistan ke pass indian ki armi hein ,,,,,,, ager indian armi fire kholti hein to pakistan ki armi bhi fire kholti hein ,,,,,,, Leken Kashmir ki awam antakvadi aur apne app ko blast HI kare gi ,,,, iss ke alawa unke pass aur kuch nahin hein ,,,,,, kisi bhi mulk ki tarqi zada zameen lekar nahin hoti ,,,,ager Zameen zada se hi tarqi hoti to ,,,hongkong , taiwan,  dubai aur koria jesse chand lakh population wale mulk itni zada taraqi na karte ----------",0
Only  Modi... 100 baar Modi,1
BJP will win.,1
"We need strong government.. 
We need Modi again. 
Aab ki baar 400 par..  Phirse modi sarkaar",1
Paid Media Syndicate!!,0
"Terrorist attacks have increased in BJP's regime, it is the weakest government ever.",0
Modi only,1
My vote for Modi ji,1
Only namo,1
Vote for BJP,1
My whole family and friends going to vote for Modi ji,1
modi will win 2019,1
Love you modiji hame aap par garv hai ki aap India ke honest prime minister ho janta ko AAP PAR pura bharosa hai namo namo 2019 phir se modiji,1
Only Modi,1
"Mr. Vajpai did not use Kargil war for elections. Where as the great and big leader Modi can use it for anything, he just need power .",0
"Even media cant predict the election , we can only study data after election",1
"It wud have been great for the PM & BJP to not talk about pulwama n balakot in political rallies!! It downgraded the entire event!! 

The worst thing about present bjp is that they do politics in everything..from terrorism to army n even PM's mother!!",0
Modi is the best for nation,1
Please talk about 2014 election where EVMs hacked & dirty games played ...,0
Only 1 Modi Again,0
People like Sardesai and the opposition are the ones actually politicizing non political national events like the air strike.,0
Indias society has miles to go to come out of backward thinking and meet the modern constitution.,0
Modi is a disaster - get rid of this uneducated joker,0
"FUNNIEST THING IS - the more, RAHUL, MAMTA, KEJRI barks against  MAJORITY INDIANs,  LION,  PATRIOTIC PM MODIJI, 
the more VOTE  he gets.",1
Just wait we will show you result. We press EVM buttons and we will imagine we are pressing neck of congress and others,1
Rahul Kanwar and Rajdeep are just anti BJP,1
"Rajdeep is not grown mentally to his age.  He is childish, idiot at this age.",1
If modi and bjp gains then what's  wrong.modi and his team did good work in national interest and deserve to win.if a party think that they should win by depending on certain family genetics without any  qualification and capability then what wrong bjp motive to win on base of capability and work.,1
"Jai BJP 400+ , Jai Modi, Next PM Modi.",1
I support BJP I Support Strong india,1
Love India Love bjp,1
This time vote share will be 35% to 40% for bjp,1
Shame on you guys talking about vote shares when jawans are dyeing on the border!,1
i dont care what other will vote for my vote is for modi,1
Do you know yourself. If not watch this video....https://youtu.be/LsSS4uB8gbk,0
Modi is powerful,1
we want modi once again...,1
I think they should have a chapter in journalism of 'Cardinal mistakes in journalism' and Rajdeep is the number 1 example.,1
Only namo namo,1
"No politician is perfect. Modi is a dictator, Modi is feku, but still he is better than the idiots in the opposition 😏😏👍",1
I ll vote for modi,1
Only Namo,1
Modi is a strong leader.  Rahul is weak and his whole family is corrupt.  Choice is easy.,1
This AIR raid will actually benefit BJP. Sad reality which will shock presstitutes Rajdeep and other anti - nationals.,1
NO CHANCE. MODI IS RAFALE CHOR. AIR FORCE WOULD HAVE MORE FEROCIOUS IF NO RAFaLE GHOTALA.,0
Modi as pm in 2019 of india,1
"Rajdeep will be more irritating as the election comes nearer and more after the results go in favour of Modi, because he is a die hard supporter of characterless and thieves of Nehru families.",1
BJP will win 370 plus seats,1
Only BJP will win. Baki Sab kachra party hai.,1
"Keep counting seats and vote percentage. But spare a thought for those martyrs and thier widows orphaned children. 
Shame on you bjp",0
"Nervousness and frustration can ve seen in opposition camp.  Huddling too often, ""Hold no bar"" attacks on PM Modi is an indication",1
We are determined to get back Mr.Modi with seats in excess of 300 and that will surly happen.,0
If bjp wer going to win at ny chance....they wud hav won madhya pradesh.... But its bye bye modi baba,0
Only modiji pm honest leadar Baki virhodi dushpracar karnye Walae Congress TMC cpm Ka shupada sahaf Hoga,1
"PLS DON'T MAKE RAJDEEP SARDESAI SAD,  IF ONE OR TWO BAD THINGS ABOUT MODI ,  HE WILL BE HAPPY.  LET IT BE",0
Only bjp win,1
"Man propossess, God dispossess....",1
I m first time voter. I will vote only only modi. I m not support bjp only support modi.,1
"In Kargil, Indians wanted a YloC crossing & saw Indi’ response as a muted one.""..in Balkot, it is more of an offensive action with vey limited loss of Indian lives compared to Kargil. The 350 terrorist killed story is too powerful a narrative now
The only items which will undo this War Dividend for the Bjp are : 1. if the feeling that Pulwama was allowed to happen by Modi/Doval in order to use a Balkot like pre-determined response, for bolstering modi‘ falling popularity
2. more International info on the Air Strike results that indicate a minimal hit to the terrorists",1
Pathetic Bjp doing politics leaving national security. 56 inch is scared to do anything now where is masood Azhar head. It's such a face lost only Bhakts can be happy throwing  bomb in jungle with no real achievement. Masood Azhar head like Osama nothing less is acceptable.,0
"The real face of Rajdeep Sardesai has been exposed when 5 percent swing for BJP in general elections by  psephologist , not  digesting. If the Congress is gaining Sardesai would have jumped like a 🐒. This shows Rajdeep is anti BJP and pro  congress. He likes positive predictions favouring Congress, it might be
assumed Congress is helping  Sardesai with bundles of currency notes.",1
Pulwama attack actually shows the weak side of BJP government...if they as government would have taken preventive measures for transport convenience of our jawan's this incident wouldn't have happened..when the government was been warned for such an attack already why did they give a deaf ear ..was it that they wanted to create all this to boost their popularity in terms of their polling booth...for vote's ?? On our soldier's dead bodies .. Many questions.. can't trust this government,0
in here comment 90% people voting for bjp you stupid  now   you got it,1
eating gadar congress money and saying bjp not get 272 wait choothiyo bjp will get 390 up then see you,1
"This rascal is a quisling of BJP and his analysis is as rotten as his fuck face.Bloddy idiot,Arnab Goswami's dick licking bastard.",1
"Rajdeep at any cost wants congress and raul vinci as pm of india.
But not all indians are traitors like Rajdeep and his family.
It is a shame that an idiot like him is the son of a great cricketer of yester years.",1
Bjp got benefited in UP election due to surgical strike.  It was claimed that  terrorist will not dare now we killed them across boders.,1
"Definitely BJP again, Only Party with PM without any corruption. 
And that it never compromised in National security and killing terrorists. 
#Vote for BJP",1
shame on u media....playing propaganda....tum log kabhi nahi sudhroge....,1
Only bjp can save India al Muslim n Christian r against bjp govt bcos tey dnt want India to develop Muslims n Christians want ther religion to  develop n they should get govt... v Hindus being a true Indian v should support modi n development of nation ... if Rahul Gandhi comes to ruling he wil loot India Nd he wil push India 20 yrs back Rahul Gandhi is uneducated  idiot .. and v Indians should nt be a educated idiots for voting congress,1
"India Today.. how much you gather   experts nd analysts just to hear one word 'Rahul nd Congress have a chance'....mind it in end of a all these pondering you still have to run  to find answer  ' is Rahul nd Congress still have a chance"".....",0
Modi ji is only leader who demolish porkis terrorism. Modi ji will be back,1
India today is going to end,0
These liberals... nothing to do with nation development!! They only believe in self development!! Modi is future of the country!!!!,1
bjp will go down to 150 seats,0
Instead of doing so much research on polling and wasting time media should work and help people and government for the developing our nation,0
"These journos speak based on data, please stop this behaviour Rajdeep. You are equating war to benefiting vote share. Every 6 months if you are collecting data, how are you spending so much money. Stop putiing thoughts into people's minds. You occupying a responsible position, so including Rahul..Speak sensibly not politicaly",1
"Namo again . We need to give 2 more terms to Modi to root out corruption & terrorism.
India has just started to behave like  Israel. It needs has to strike deep inside Pakistan on a monthly basis.  We don't want anti national Congress & others",1
"Rajdeep always in a mode of critics Modi, doesn't matter what good things Modi does. Poor Rajdeep???",1
"Modi must be voted to power with strong majority. The regional satraps like Mamta, Naidu, Akhilesh should be removed for better India.",1
I am looking at 450+ for bjp,1
"This same drama vajpayee did last.time and look.what happened
. MODI will be thrown out hopefully..Otherwise he will take india back to the 70s..🙏🏽🙏🏽",1
Modi again,1
"The way BJP politicized death of 40 soldiers and attack on Pakistan, and connected it with their patent patriotism. They will surely catch many people to vote for them.🤣",0
BJP will win all the seats . Vote for BJP. Modiji Zindabad! Dump corrupt and coward Congress!,1
"Is this INDIA TODAY Conclave or Anti- BJP Conclave? Bloody Presstitute left-leaning,  Congress boot licking media. These are propaganda seminars to change the narrative of truth to suite a few parties, at the cost of the Nation.",1
shame on the india today channel...you all anti Nationals and congress watch dogs..,1
"We all need to get United first, we need to choice a great leader. The leader is only one who is Modi sir.",1
"Terrorism promotes  through poverty ' spreading of hatred' and unemployment 
Bjp govt has completely failed terribly in all this three aspects 
And special mention to harsh reduce GDP 
Unemplyement increase 
More conflict an war mongering in kashmir 
Please for any sane and thinking person ' no more bjp 
For complete 4 and half years he does nothing 
Just by war mongering mentality' people are stupid to think bjp  is good for india",0
Bjp will win 400 seats .. har Har Modi..,1
"We don't want bjp anymore 
Please save india",0
my family votes to MODI,1
Only Modi deserve to rule this country. NAMO again👍🇮🇳,1
BJP will get around 170-180 seats this time,0
"Bjp will win, no doubt.",1
Lol... Modi is so clever... Need to accept that,1
Fake data... f...k Indian media....,1
Intellectual king makers of congress. The way Mr puri interviewed mrs sonia conveyed so many things. Congress was a party which looted &let the people loot.,0
Bjp 300+,1
Rajdeed and rahul both are idiot journalist..,1
Shame on u BJP,0
Only modi for India vote for bjp.,1
"It's basically because, Rahul Manmohan Singh team 's looting brigade still remains in people 's minds, there's chances of BJP coming back. People still are not recovered from the looting mafia for whom Manmohan Singh was the protector.",1
"Plz stop.playing with people of India...
U need not to say these data...
U people are just playing these reference ..just to increase your earnings...
Plz stop doing all this...till the time votings is over ...don't play a paid promoter of any party ..

People of India know ...since last 70 years whom they r voting...
Don't play with people and try to increase your salary increase n promotion..
Plz stop this kind of statments",0
NAMO AGAIN FOR DEVELOPMENT AND NATIONAL SECURITY.,1
"I believe BJP will win 400+ seats because there was no corruption , no appeasement and only right intention.",1
How many dead people BJP need for 5%,0
modi chor or lier hai,0
Only Congress vota,0
No voat bjp 2019,0
I love modi ji,1
"welcome to Rahul Ghandi PM 2019.
from kolkata",0
Modi again 2019,1
modi set hi Hindustan ka I love modi,1
Only Rahul Gandhi jindabad pm,0
Modi Harami hai,0
We love modi g,1
Only Modiji,1
"WE LOVE RAHUL GANDHI JETY GA
INSHA ALLAH",0
ONLY CONGRESS,1
"If congress wins ,our country is still uneducated and dumb",1
Cangre jindabad,0
"modi should be given one more chance , when we fools can give congress 50+ year , Modi atleast need 10-15 years .",1
I proud of you Modi ji har har Modi Ghar Ghar Modi har bar Modi Hindustan jindabad,1
Modi ji..all taime favorite,1
Jai hind. Verry good modi ji,1
Modiji is great pm,1
Yes lion pm modi ji,1
Modi ji Tiger,1
Modi is great,1
Want MODI only MODI MODI MODI,1
Modi.  2019,1
MODE IS A STROM,1
Modi  bhai ab tum choro godi,0
Modi should not be for PM candidate. We saw many many destruction things these 4 years . Modi knows nothing about economy and public relations and normal people problem. He knows only politics . Advani is the best candidate for PM . Modi go back to home .it's big help to our India,0
Next p.m. Congress,0
next pm Rahul gandhi,0
Worst modi,0
Congress  next  pm,0
nice modi sir,1
har hindu bjp ko vote de warna dharam badal le taki gadaro ki gint aram se ki ja sake.,1
modi only  modi 😊😊😊😊,1
modi jindabad,1
I like modi but without modi bjp is nothing.,1
worlds powerful man modi,1
I hope Rahul won't get arrested in USA according to swami he has pending case in USA for bringing more cash then he suppose to,1
babbar sher hai modi jiii...proud of u sir jiii,1
"I m not Congress supporter but I fell that Rahul Gandhi is a good guy and far better then local leaders like kejriwal ,Mamta,mulayam .the only thing is he has not enough luck  his completion is with modi and now a days no one can stand against modi so we can say that it's Rahul gandhi's bad luck that he got leader like modi in his opposition but he is continuously doing his job he doesn't get media coverage like kejriwal or modi even modi and BJP thinks that he is the only one who can stop BJP's show that's why bjp and bjp social media gang target him most  . I m a BJP supporter but I also feel that Rahul Gandhi is the only one who can stop BJP's show so guys  don't be overconfident .",1
Proud to witness Modi Era..,1
modi rock,1
PM Modi...Sher-E-Hind💟,1
"strongest Leader Of this Century Modi

Modi is a Trust For all Peoples
Modi is a Fear for All Black Marketing Agent.
Modi is a sky for Opposition who cannot touch",1
Why you people copy  dekho dekho share aya owaise is Tiger not modi mad people,1
modi ji is best,1
jai hind P.M,1
good job pm,1
"We have not yet given chance to Rahul. People talk crap about him, Because of BJP making edited videos and stuff against Rahul. But in Reality we don't know much about him and i would love to give him chance. BJP has ruined our Economic condition, they are showing wrong graphs. But in reality when you check world graphs on google, you can see that indian Economy has degraded beyond compare. People who are not educated or kids who use a lot of facebook and stuff get influenced by BJP's lies and think them as savior. But the reality is that in 70 years of independence Congress made our country world's fastest growing Economy, Brought globalisation, liberalisation, etc. To our country. Everything you see in India from Metro to India having the 4th most powerful army. Everything came during the time of congress. I voted for BJP in 2014 but they are ruining our country. Using Pulwama as Vote bank, Modi government has brought politics to a very bad state. Have you ever seen a PM abusing other party people? Modi openly uses bad words for Rahul, Sonia and Priyanka. Not just modi but many other Party member start Abusing other parties. They no longer have any Decorum to follow.",0
Chai wala haven't done shit time to throw him out asswipe,1
"These people only seek their profit,dipshits",1
modi is king,1
best pm of our country mr. narendra modi,1
Only BJP,1
Modi is best and congress is worst.,1
Modi again 2019,1
Modi will come again,1
Modi ji aane chahiye ..Rahul ji aaaae to bharat desh comedy Star ho jaege only modiiiiii ji,1
"You can not compare the development done during congress days and now in bjp days.
Because congress was in rule for 60...Bjp got 5 years...to remove the rust from the system of 60years . 5 years aren't sufficient...if you can give a family 60 year....please be patient and give a man who belongs from a common family atleast some more time.He deserves chance.",1
Modi is great,1
"Ask with younger generation .......
Old generation people are still in 70's.....they don't even know what all happened global wise ....still thinking about self instead of India.... idiots​........I will support Modi in next election",1
bjp is the best,1
"the way government is fooling people is by spending less on people...and for poor and uneducated this seems satisfied because they think that is the maximum they can develop,but the reality is ...india is very rich and vast amount of tax are used in bad way....
The way in which india can be developed is by
1.RULE by military(like north korea)
2.By allowing only educated people be in politics
This is from my perpective,I'm just 17 so i might be wrong(not really)",0
"Things that Modi has done since his inception as Prime Minister.

1. Divided people on the basis of religion. Thereby diverting people's attention to their religious beliefs and making people to ignore the main issues in the country.

2. Under his rule he elected the most illiterate, controversial and goon person as the chief minister of Uttar Pradesh. Since he came to the rule there have been many lynchings, rapes and many street name changes. The CM thinks that the development of his state is changing the name of the streets and roads. 
3. There has been an inclusion of GST on everything, GOD knows who is getting benefit from the tax. Where is the money going. 

4. Under his regime people like Nirav Modi, vijay Mallya got escaped looting the money 

5. The dollar rate is the worst  since the country got its independence

6. The petrol rate has reached a sky high. Making people to think twice before purchasing a vehicle

7. The most important thing Demonetisation. I dont know what was the benefit for a high class people but it impacted a lot to the middle class and lower middle class people. Many people died standing in the line. There was no money for weeks. Ladies who saved money taking from their husband had no value all of a sudden. And let me tell you that the curse of the family members of the people who died standing in the queue would not leave them in this life and also in the here after.

8. Number of girl children getting raped and molested have been increased. And the most interesting thing is the Even the UP MLA who raped the girl is still not arrested. The girls father was beaten to death without mercy.",0
Modi Ji for 2019. :),1
Narendra Modi is going to become PM of India Again,1
"These people must be insane to think that all the problems that were caused in the span of 70 years will be solved in 5 years. Modi will come to power in 2019 and Congress wouldn't be able to do anything about it. 
#Modi2019",1
Those who are saying they will not vote bjp. Will they vote for pappu as our next pm🤣🤣🤣😁😁,1
"SAVE HINDUISM,SAVE INDIA",1
"Most shameless, corrupt & uneducated people hate Modi,  because actually they don't know and don't realize what already happened. No Major Scam, No riots, Gold and Silver price stable, Real estate value stable, OROP, GST, Demonitization. 2nd largest manufacturer of Mobiles, marginal fluctuation in Dollar and Fuel prices. Trade in rupee with Iran and Japan, Surgical Strike, China and Pakistan fear us, Major bridges and roads constructed and completed. 3 lakh Fake companies closed 14,000 fake NGOs closed. Onion, Vegitable & Dal price decreased relatively. These stupid people deserve stupid people. Shame on them.",1
"TO PEOPLE OF INDIA- I think you have forgotten 10 years of congress misrule. What he has done in the last 5 years congress could not do in 30 years. Here are few of his acheivements:

* 24 HRS ELECTRICITY-Have you ever dreamt of India with almost 24 hrs elecricity? 5 years ago, power used to be off for many hrs a day but not anymore. Now power seldom goes off-All credit to Mr. Modi

* EXPRESSWAYS & SUPER HIGHWAYS-100's of 4 and 6 Lane highways are being build across India along with expressways. Whereever I go I find a new highway being build. Many of them already completed such as eastern expressway, western expressway around Delhi; Meerut expressway(nearing completion), Amritsar pathankot expressway and numerous more I cant even remember
  
* CORRUPTION FREE GOVT-Not even a single major case of corrupton has been reported since modi govt. came to power. People memory is really short-how can you forget scams after scams of congress central govt. ministers, leave alone the state level ministers.

* BHARATMALA PROJECT- His flagship program ""bharamala"" highway construction project will make Indian highways at par with USA and UK in the next 3-4 years. Out of 34000 kms of expressways and highways under bharatmala, 10,000 km have already been awarded and work is going on in full swing. 

* RAILWAY FRIGHT CORRIDORS-: Two of the longest Railway fright corridors north-south and east-west spanning over 4000 km's are under construction and are sheduled to open by this year and early next year. The speed with which these corridors are being constructed is breath-taking.

* WATERWAYS-First time ever in the history of India, people are commuting via ships within India. Numerous waterways are under consruction and few of them are already operational

* HIGH SPEED TRAINS- Gatiman express, Train 18, Train 20 and many more are already operational and running over 100 kmph.

* TOP NOTCH GOVERNANCE- Anyone who complaints o PM or any central govt. ministery, it gets resolved and they get a reply within 15 to 20 days. I myself have made few complaints to PM window, everytime I got their reply along with a solution. I had never ever experienced such thing in cong. govt.

* IMMENSE RAILWAY CUSTOMER SERVICE- Few times I had complaint to railways regarding cleaness of coaches or food, within minutes, railway staff came and cleaned the coach and in one case, staff refunded my payment for the food that I had complaint was of low quality. WOW- Can you even expect or image such a customer service from a private company? This is Indian govt. at its BEST. I would not have even bothered to complain to railways had the congress govt. been in power.

* CLEANEST RAILWAYS STATIONS- Staff is at their toes and work day and night to clean the stations and bathrooms. I have never seen so much clean stations in my entire life.

* NO CASTESIM- Remember the congress misrule when they would bring 10% quota for one community, 15% for another community-just to please one section of the society?
   Have you seen any such thing with modi govt.? Few days ago, they announced 10% quota for economically backward people-that's what quato should be given to. But no castesim, nothing of that sorts.

* Mr Modi -the man who works for 18 hrs a day, have no personal motive in life, and his only desire is to serve people and develop our country. 

It's a shame on those people who are cursing and speaking ill of him. You know why? It is just because he has introduced GST. People in India want to steal taxes and want 100% profits without giving a dime to the govt. The Disgusting congress govt. have made people so much habitual to avoid taxes that when Mr. Modi introduced 
taxes, people started crying. If you are not aware that people in USA and UK pay 100's of dollars worth of taxes to the govt.

And have you ever thought why he is so keen for GST? He has used each and every single penny of GST to run several schemes for the poor and needy people of India.

* He opened Millions of bank accounts just to provide direct transfers to the poor people. Can you even expect of such decision from the corrupt congress govt.?

* He has distributed Crores of Gas connections to needy and poor FREE of cost. It was because of this service that this govt got 300+ seats in UP.

* Each and every village has a electricity now-What congress could not do in 50 years, he did in 5 years. 

We people just think of ourself-He raised taxes, prices have increased but what is his motive behind all this? - to help the poorest of poor. Indirectly we are paying these taxes to the poor and its helping them. So we are helping poor. 

DEAR PEOPLE OF INDIA, people don't accuse and say ill words to a man who is desireless and working only and only for the nation. Infact, we must support him and appreciate his
hard work and development works. Otherwise God will punish us for saying bad words to such a honest and hard working man.

I, LOYAL CITIZEN OF THE COUNTRY, SALUTE MR MODI FOR EACH AND EVERY THING THAT HE HAS DONE FOR MY MOTHER LAND.
MAY GOD BLESS HIM AND HE GET SALVATION.",1
2019 only bjp no option,1
flop fake man is this acting pm,1
Rahul. Gandhi was supporting to the Pakistan,1
modi magic fail,1
The truth only  lies between litterate people not illiterate people,1
Modi Best he,1
modi itna kuch kiya kuch dikhaye nhi deta h tmlog ko,1
Mainly unemployment badhi hai..sarkari naukri me youth are beggers,1
"U can see educated people are supporting modiji. Jinme thodi bhi samajh hogi, jo Apne saath saath Desh ka bhi sochenge vo modiji Ko hi vote denge",1
"Look at all the comments and just look at the number of Muslims who are spewing hate against Modi...Muslims are very happy when BJP lost three states just because they hate Modi, not because they love Congress. They are against Hinduism and Indian culture. Their only goal is to Islamize India and implement Sharia here....Hindus need to unite and prevent Islamic takeover of India...I urge all my Hindu, Buddhist, Jain and Sikh friends, brothers and sisters to unite and forget casteism language cultural and regional differences.  Minimize interactions with Muslims. Never buy anything from a Muslim. Never rent your house to a Muslim. Never give a job to a Muslim....these small things can make a difference!!!",1
Modi his good. Public need  to appreciate his work. Congress mass up so much in 60 years. Congress give everything empty. How can modified fix in 5 years. Give hime little time.,1
"It was my first vote i ever gave in life....  n now i regret why the crap i gave it to modi....  but now,  the mistake would not b repeated...",1
Rahul is the best candidate for India 🇮🇳 India,0
Poor people definitely don't vote for bjp,0
Tea seller is correct for vikas not educated person rahul gandhi,1
I regret my vote for BJP last time. I never ever vote for BJP in future....,0
"Modiji has never promises for jobs , kindly see https://www.youtube.com/watch?v=_WiHlHJerLA",1
He is prime minister for rich and other developed countries. Waste pm,1
"Our pm just wanted to enjoy world tour he did not do anything to public and to  poor people shame on you modi ji , I voted you but I regreated 4 years he is full of viciousness and communalism  and he gets super luxury life then what about normal people??? who are dying to have one time meal modi ji God will definitely punish u . You troubled lots of poor people who believes in their hard work and who believed you that you may bring happiness in their Lifes but u only given  them hard time and made them more poor  shame on you shame on you. people never vote these Moran again save ur self save India let's choose a right politicians for a bright India",1
"Statue of unity, demonetisation, GST,mob lynching,non-secularism, backing bank defaulters, Backing legislatives when killed animals,raping, harassment of bureaucrats, Petrol,price hikes,hindutva, destroying the prestige of independent institutions like CBI,ED,IT,RBI, SUPREME COURT, involving in the functions of RBI, Scams, unemployment increasing,jhoot,not behaving justly with south indian states,no grant of special status to the state of AP, Involving in the marital affairs of people in the name of triple talaq, targeting DALITS and MUSLIMS,tooo much love over Israel, renaming politics,cow dung politics and most importantly ""EGO,n DICTATORSHIP!!! Are the main causes of BJP getting defeat in 2019 elections",1
Our King Nara Chandra babu Naidu is our PRIME MINISTER OF INDIA,1
"Only selfish money minded and brainwashed ignorant North Indians will vote again to BJP and DR FUCKENDRA MODI........
USELESS North Indians ... they won't apply their brains...",1
"The most correct opinion 2:56. As for the others, just ask which community they belong to. Bloody anti nationals.",1
Only MODI JI AGAIN IN 2019 MODI JI THE GREAT,1
BJP sarkar has performed better during 2014-18 as compared to Congress Govt during 2009-14 in almost all respects.,1
Har har Modi ghar ghar Modi ... Jai ho Modi again,1
ABP is biased reporting . Clearly they have gathered all Modi virodhi people. Also this is only from Delhi,1
"BJP ne 4 saal mei jo SCAM kiye hain aur jo haal kia bharat ka woh congress ne 70 saal mei nahi kia, har gareeb aur aam aadmi ko hurt kia hae modi ne aur dhoka diya hae ...aur hamare sena ke sath Rafael deal pe dhoka hua hae,,,,",1
BJP is the best option for India for at least the next 10 years. People cannot forget that bomb blasts in India perpetrated by Pakistan during the Congress Govt have completely disappeared during the Modi Govt since 2014,1
"People:- Modi sarkar ne vikas to kiya, pur mehgayi bhut bad gayi, berojgaari ho gayi.  Comment:- To vikaas kiya tatoo kiya. kiya duffer log hia. ye log PM be duffer he bana ge",1
Nation highway and Over bridge par jake show jao ulluyo.,1
MODIJI IS THE ONLY ONE OPTION,1
"Modiji has lots of promises including jobs to educated unemployed youth, failed to bring back  Black money within 100 days from foreign soil as promised before election, fuel price hikes,price rise in food commodities etc.",1
Rome was not built in a day. Modi govt. Is on right track but still it has to go long way,1
Only Modiji in 2019 and Rahul in pagal khana. Others in prison.,1
75 saal main kisi ek aadmi me kabhi bola ki mehangai kam hui hai.. inflation of min 3 % is necessity for growth.. second this idiots are crying coz of increase in 3 rs per litre but do not see that there is sharp decline in price of foodgrains.. delhi people wants infrastructure of singapore where petrol is 112 rs per litre and rates like pakistan which is sold to china.. itihaas se lekar aaj tak bhartiya vyakti apne vyaktigat swarth ke karan desh ki maa behan larta hai.. hypocrites..,1
Throw this govt out,1
Only BJP and Modi God benefit in Modi government Modi go world tour and BJP just lot party fund,1
modi is biggest liar,1
Only modi,1
congress,1
only bjp,1
"Indians want good roads, good hospitals but they do not want to pay taxes. Where would the money come from?",1
"youth will support bjp for no doubt
and senior citizens will support Congress mostly. 
but we the youth are the future
Chutiya channel waalo youth se pucho rum",1
Anti-Modi news channel...,1
Modi Ji is great leader,1
"Modi sir, I want to request you not to bother about your critics. We know you're a good leader and a great patriot. In 2014 you fixed some targets you may not reached them 100% but you tried your level best to achieve the goals. We will be with you in future also sure. You ruled this country for 4 years without any corruption. After a long time India has got a great leader like you. You may win or lose. You're our leader forever.",1
"Corrupted,Tax evaded,anti nationalists pseudo secularists,mafias are against modi.Congress ruled our country for 60 years.",1
My country is still suffering from subsidymania disease which was invention of congress. Congress used to loot nation projects fill own pockets and give subsidy on few things. People do not realise international price of crude oil but blame Modi for it.,1
"4 Yrs very peaceful without terrorist threats or blasts. this is enough MODI Govt. 
If one Blast Pakistan is dead. This is the Threat to Pakistan by SHRESTHA BHARATH..",1
Acche Din Aaye Hai Patrol 86😂😂😅😂,1
